odata.type,ID,Position,ParentID,Type,Key,Title,Description,MapYear,Datatype,Unit,Decimals,Default,PresentationType
Cbs.OData.Topic,118,90.0,114.0,Topic,PersonenPerSoortUitkeringAOW_90,Personen per soort uitkering; AOW,"Het aantal personen dat een uitkering ontvangt in het kader van de Algemene ouderdomswet (AOW). De cijfers zijn standcijfers op de laatste dag van verslagmaand december.

Algemene Ouderdomswet (AOW)
De AOW is een algemene, de gehele bevolking omvattende, verplichte verzekering die personen vanaf de AOW-gerechtigde leeftijd een inkomen garandeert. In het Nederlandse sociale zekerheidsstelsel is dit een volksverzekering. 
In principe is iedereen die nog niet de AOW-gerechtige leeftijd heeft bereikt en in Nederland woont, verzekerd voor de AOW. 
Ook degenen die niet in Nederland wonen, maar in Nederland in dienstbetrekking arbeid verrichten waarover loonbelasting wordt betaald, zijn verzekerd. 
Voor perioden die men in het buitenland woont, kan men zich verzekeren tegen verlies van aanspraak op een AOW-uitkering. 
Een uitkering kan, binnen het kader van de wet Beperking export uitkeringen (wet BEU), naar het buitenland worden overgemaakt.

AOW-gerechtigde leeftijd (AOW-leeftijd) 
De AOW-leeftijd is de leeftijd waarop het AOW-pensioen ingaat. De AOW-leeftijd is tot en met 2024 als volgt:

Tot 2013: 65 jaar
2013: 65 jaar en 1 maand
2014: 65 jaar en 2 maanden
2015: 65 jaar en 3 maanden
2016: 65 jaar en 6 maanden
2017: 65 jaar en 9 maanden
2018: 66 jaar 
2019-2021: 66 jaar en 4 maanden. 
2022: 66 jaar en 7 maanden
2023: 66 jaar en 10 maanden
2024: 67 jaar.

Na 2024 zal de AOW-leeftijd niet 1 jaar stijgen per jaar dat we langer leven, maar 8 maanden. De AOW-leeftijd blijft dus gekoppeld aan de levensverwachting, maar in mindere mate.


Op het gebied van sociale zekerheid vinden er regelmatig revisies plaats. Via het thema sociale zekerheid in StatLine vindt u altijd de meest recente cijfers.   


",,Long,aantal,0.0,Impossible,Absolute
Cbs.OData.TopicGroup,119,,,TopicGroup,,Zorg,"Deze variabelen geven per gemeente, wijk en buurt inzicht in het aantal personen dat gebruik maakte van jeugdzorg in natura en/of een maatwerkvoorziening in het kader van de Wet maatschappelijke ondersteuning.

De cijfers zijn afgerond op vijftallen. Om het risico op onthulling van individuen te voorkomen zijn de waarden 0 tot en met 7 weergegeven als geheim. Hierdoor kan het voorkomen, dat de som van de detailgegevens afwijkt van het totaal.
",,,,,,
Cbs.OData.Topic,120,91.0,119.0,Topic,JongerenMetJeugdzorgInNatura_91,Jongeren met jeugdzorg in natura,"Personen tot 23 jaar die op enig moment in de verslagperiode gebruik gemaakt hebben van jeugdhulp in natura, jeugdbescherming of jeugdreclassering. 

Jeugdhulp in natura is hulp en zorg zoals deze bedoeld en beschreven is in de Jeugdwet, en in natura door de zorgaanbieder is geleverd. PGB gefinancierde hulp en zorg valt hier dus buiten. Het betreft hulp en zorg aan jongeren en hun ouders bij psychische, psychosociale en/of gedragsproblemen, een verstandelijke beperking van de jongere, of opvoedingsproblemen van de ouders. De hulp is bedoeld voor kinderen en jongeren tot 18 jaar en kan verlengd worden tot 23 jaar. Als de jongere overnacht bij de jeugdhulpinstelling, het pleeggezin of het gezinshuis, is er sprake van jeugdhulp met verblijf.

Jeugdhulp in natura wordt direct vergoed  aan de zorgverlener zonder tussenkomst van de zorggebruiker. In het kader van de jeugdzorg betekent dit dat de hulp rechtstreeks door de gemeente wordt vergoed.

Persoonsgebonden budget (PGB) is een geldbedrag waarmee de zorggebruiker zelf zorg, begeleiding, hulp, hulpmiddelen of voorzieningen in kan kopen. Deze wordt verstrekt via de Sociale verzekeringsbank (SVB) maar is ook afkomstig van de gemeente.

Jeugdbescherming is een maatregel die de rechter dwingend oplegt. Het doel van de kinderbeschermingsmaatregelen is het opheffen van de bedreiging voor de veiligheid en ontwikkeling van het kind. Een kind of jongere wordt dan 'onder toezicht gesteld' of ‘onder voogdij geplaatst’.

Jeugdreclassering is een combinatie van toezicht en begeleiding en controle voor jongeren vanaf 12 jaar, die voor hun 18e verjaardag met de politie of leerplichtambtenaar in aanraking zijn geweest en een proces-verbaal hebben gekregen. Bij jongvolwassenen in de leeftijd van 18 tot en met 22 jaar kan ook het jeugdstrafrecht toegepast worden op grond van het adolescentenstrafrecht, indien het ontwikkelingsniveau van de dader daartoe aanleiding geeft.  De jongere krijgt op maat gesneden begeleiding van een jeugdreclasseringswerker om te voorkomen dat hij of zij opnieuw de fout ingaat. Jeugdreclassering kan worden opgelegd door de kinderrechter of het openbaar ministerie. Jeugdreclassering kan ook op initiatief van de Raad voor de Kinderbescherming in het vrijwillige kader worden opgestart.

Indeling naar gemeente, wijk en buurt
De indeling naar gemeente en wijk is gebaseerd op het adres van de gezagsdrager van de jongere. Er is uitgegaan van het woonplaatsbeginsel zoals dat is toegepast in de Jeugdwet die vanaf 2015 in werking is getreden. Wanneer het adres gedurende de verslagperiode is gewijzigd krijgt de jongere in deze tabel het meest recente adres toegewezen.
Voor sommige jongeren is alleen de gemeente volgens woonplaatsbeginsel bekend, maar niet het specifieke adres. In deze gevallen wordt de jongere wel meegeteld in het totaal voor de gemeente, maar niet in één van de onderliggende wijken. Hierdoor kan het voorkomen dat de cijfers van de wijken binnen een gemeente niet optellen tot het totaal van de gemeente.
",,Long,aantal,0.0,Impossible,Absolute
Cbs.OData.Topic,121,92.0,119.0,Topic,PercentageJongerenMetJeugdzorg_92,Percentage jongeren met jeugdzorg,"Percentage van personen tot 23 jaar die op enig moment in de verslagperiode gebruik gemaakt hebben van jeugdhulp, jeugdbescherming of jeugdreclassering. ",,Double,%,1.0,Impossible,Relative
Cbs.OData.Topic,122,93.0,119.0,Topic,WmoClienten_93,Wmo-cliënten,"Aantal personen dat ten minste één in het kader van de Wet maatschappelijke ondersteuning (Wmo) heeft gehad. Deze cijfers zijn samengesteld op basis van gegevens die gemeenten aan CBS hebben geleverd in het kader van de Gemeentelijke Monitor Sociaal Domein. 

Maatwerkvoorziening
Ondersteuning binnen het kader van de Wmo2015 geleverd in de vorm van een product of dienst die is afgestemd op de wensen, persoonskenmerken mogelijkheden en behoeften van een individu.

Wmo2015
Wet maatschappelijke ondersteuning zoals ingegaan op 1 januari 2015. Deze wet stelt gemeenten verantwoordelijk voor het ondersteunen van de zelfredzaamheid en participatie van mensen met een beperking, chronische psychische of psychosociale problemen. 

Regio
Alleen de gegevens van gemeenten die aangeleverd hebben en die toestemming hebben gegeven voor publicatie worden gepubliceerd. Gemeenten kunnen daarbij apart toestemming geven voor de basisvariabelen Wmo en de facultatieve variabelen Wmo. Als gemeenten herlevering doen over eerdere verslagperioden, is de toestemming voor publicatie zoals die bij de herlevering is gegeven, leidend.

De cijfers over het totaal aantal cliënten in Nederland zijn geschat met een regressiemodel op de data van de deelnemende gemeenten. Voor meer informatie over deze methode wordt verwezen naar de onderzoeksbeschrijving Gemeentelijke monitor sociaal domein, Wmo.
",,Long,aantal,0.0,Impossible,Absolute
Cbs.OData.Topic,123,94.0,119.0,Topic,WmoClientenRelatief_94,Wmo-cliënten relatief,Het aantal Wmo-cliënten per 1000 inwoners dat ten minste één maatwerkvoorziening in het kader van de Wet maatschappelijke ondersteuning (Wmo) heeft gehad. De relatieve cijfers zijn berekend na het afronden van de absolute cijfers.,,Long,per 1 000 inwoners,0.0,Impossible,Relative
Cbs.OData.TopicGroup,124,,,TopicGroup,,"Bedrijfsvestigingen, SBI 2008","Bedrijfsvestigingen naar activiteit op 1 januari (SBI 2008).
 
Deze tabel bevat gegevens over het aantal vestigingen van bedrijven naar economische activiteit, gebaseerd op de Standaard Bedrijfsindeling 2008 (SBI 2008). De vestigingen zijn voorts ingedeeld naar de gemeentelijke indeling per 1 januari van het verslagjaar, naar wijken en naar buurten. 

Status van de cijfers: 
De cijfers hebben een voorlopig karakter.

Vestiging:
Elke afzonderlijk gelegen ruimte, terrein of complex van ruimten of terreinen, benut door een bedrijf voor uitoefening van de activiteiten. Ieder bedrijf bestaat uit ten minste één vestiging. Meerdere locaties van een bedrijf binnen één postcodegebied worden als één vestiging beschouwd.

Standaard Bedrijfsindeling 2008 (SBI 2008): 
De Nederlandse hiërarchische indeling van economische activiteiten die door het CBS wordt gebruikt om bedrijfseenheden in te delen naar hun hoofdactiviteit. De SBI 2008 is de versie die vanaf 2008 gebruikt wordt.

In deze tabel is gekozen voor de hoofdactiviteit (SBI) van de vestiging. Niet iedere vestiging van een bedrijf houdt zich bezig met de hoofdactiviteit (SBI) van het bedrijf als geheel. Om te weten welke activiteiten worden uitgevoerd in een regio is de hoofdactiviteit (SBI) van de vestiging gebruikt. In de tabel zijn de vestigingen (naast de totalen) ook naar de volgende acht sectoren onderverdeeld:
A  Landbouw, bosbouw en visserij
B-F  Nijverheid en energie
G+I  Handel en horeca
H+J  Vervoer, informatie en communicatie
K-L  Financiële diensten, onroerend goed
M-N  Zakelijke dienstverlening 
O-Q Overheid, onderwijs en zorg
R-U  Cultuur, recreatie, overige diensten

Het aantal vestigingen is afgerond op een veelvoud van vijf. In geval van afrondingen kan het voorkomen, dat de totalen niet precies overeenstemmen met de som der opgetelde getallen. 
In geval de wijk of buurt van het bedrijf onbekend is, wordt dit bedrijf alleen op gemeentelijk niveau meegeteld. De onderverdeling naar sectoren is alleen vermeld bij 20 of meer bedrijven per buurt.
",,,,,,
Cbs.OData.Topic,125,95.0,124.0,Topic,BedrijfsvestigingenTotaal_95,Bedrijfsvestigingen totaal,,,Long,aantal,0.0,Impossible,Absolute
Cbs.OData.TopicGroup,126,,124.0,TopicGroup,,Bedrijfsvestigingen naar activiteit,,,,,,,
Cbs.OData.Topic,127,96.0,126.0,Topic,ALandbouwBosbouwEnVisserij_96,"A Landbouw, bosbouw en visserij",,,Long,aantal,0.0,Impossible,Absolute
Cbs.OData.Topic,128,97.0,126.0,Topic,BFNijverheidEnEnergie_97,B-F Nijverheid en energie,,,Long,aantal,0.0,Impossible,Absolute
Cbs.OData.Topic,129,98.0,126.0,Topic,GIHandelEnHoreca_98,G+I Handel en horeca,,,Long,aantal,0.0,Impossible,Absolute
Cbs.OData.Topic,130,99.0,126.0,Topic,HJVervoerInformatieEnCommunicatie_99,"H+J Vervoer, informatie en communicatie",,,Long,aantal,0.0,Impossible,Absolute
Cbs.OData.Topic,131,100.0,126.0,Topic,KLFinancieleDienstenOnroerendGoed_100,"K-L Financiële diensten, onroerend goed",,,Long,aantal,0.0,Impossible,Absolute
Cbs.OData.Topic,132,101.0,126.0,Topic,MNZakelijkeDienstverlening_101,M-N Zakelijke dienstverlening,,,Long,aantal,0.0,Impossible,Absolute
Cbs.OData.Topic,133,102.0,126.0,Topic,OQOverheidOnderwijsEnZorg_102,"O-Q Overheid, onderwijs en zorg",,,Long,aantal,0.0,Impossible,Absolute
Cbs.OData.Topic,134,103.0,126.0,Topic,RUCultuurRecreatieOverigeDiensten_103,"R-U Cultuur, recreatie, overige diensten",,,Long,aantal,0.0,Impossible,Absolute
Cbs.OData.TopicGroup,135,,,TopicGroup,,Motorvoertuigen,"De motorvoertuigen betreffen personenauto's, bedrijfsauto’s en motortweewielers op 1 januari. Tot en met 2018 werden ook enkele niet-verzekerde voertuigen meegenomen. Vanaf 2019 zijn de cijfers berekend op basis van een nieuwe verbeterde selectiemethode, waarbij alleen voertuigen zijn meegenomen die op basis van verzekering deel mochten nemen aan het verkeer.
Aanhangwagens en opleggers zijn niet meegerekend.
De gegevens zijn ontleend aan de Statistiek van de Motorvoertuigen. Deze gegevens zijn gebaseerd op de kentekenregistratie van de Rijksdienst voor het Wegverkeer (RDW). Met behulp van deze registratie zijn tellingen gemaakt van alle voertuigen met actuele, houderschapsplichtige kentekens die op 1 januari in het kentekenbestand voorkomen.
Het aantal geregistreerde motorvoertuigen is inclusief voertuigen van lease- en verhuurbedrijven. Deze motorvoertuigen staan geregistreerd op het adres van het lease- of verhuurbedrijf. De motorvoertuigen die staan ingeschreven op postbusadressen zijn niet meegeteld bij de aantallen van de wijken en buurten, maar wel in de gemeentelijke totalen. De wijken en buurten tellen daarom niet altijd op tot gemeenten. De gemeentelijke totalen komen overeen met de Regionale Kerncijfers Nederland.
",,,,,,
Cbs.OData.TopicGroup,136,,135.0,TopicGroup,,Personenauto's,,,,,,,
Cbs.OData.Topic,137,104.0,136.0,Topic,PersonenautoSTotaal_104,Personenauto's totaal,"Personenauto
Motorvoertuig voor personenvervoer over de weg, exclusief brom- en motorfietsen, met maximaal negen zitplaatsen (met inbegrip van de bestuurdersplaats).

Hieronder vallen personenauto's, bestelwagens ontworpen voor en voornamelijk gebruikt voor het vervoer van reizigers, taxi's, huurauto's, ziekenwagens en campers. Lichte wegvoertuigen voor goederenvervoer over de weg, touringcars, autobussen en minibussen vallen hier niet onder.
Het begrip personenauto omvat ook taxi's en huurauto's met minder dan tien zitplaatsen. Vanaf 1 mei 2009 worden campers gekentekend als personenauto of als bus afhankelijk van het aantal zitplaatsen. Vóór die datum zijn campers geregistreerd als speciale voertuigen.

",,Long,aantal,0.0,Impossible,Absolute
Cbs.OData.TopicGroup,138,,136.0,TopicGroup,,Personenauto's; brandstoftype,,,,,,,
Cbs.OData.Topic,139,105.0,138.0,Topic,PersonenautoSBrandstofBenzine_105,Personenauto's; brandstof benzine,Het aantal personenauto's rijdend op benzine.,,Long,aantal,0.0,Missing,Absolute
Cbs.OData.Topic,140,106.0,138.0,Topic,PersonenautoSOverigeBrandstof_106,Personenauto's; overige brandstof,"Het aantal personenauto's met overige brandstof. Hieronder vallen: diesel, LPG, elektriciteit (incl. Hybride), waterstof, alcohol, LNG en CNG.",,Long,aantal,0.0,Missing,Absolute
Cbs.OData.Topic,141,107.0,136.0,Topic,PersonenautoSPerHuishouden_107,Personenauto's per huishouden,"Het aantal personenauto's per (particulier) huishouden op 1 januari. De personenauto's worden regionaal ingedeeld met behulp van de kentekenregistratie. Personenauto's die geregistreerd staan op het adres van het lease- of verhuurbedrijf vertekenen daarom de autodichtheid per huishouden. Zie de tabeltoelichting voor een verwijzing naar een andere StatLinetabel met cijfers waarin de voertuigen op naam van rechtspersonen (bedrijven) buiten beschouwing zijn gelaten, om deze vertekening van de cijfers door grote verhuur- en leasebedrijven te voorkomen. Het aantal personenauto's per huishouden is vermeld bij minimaal 50 huishoudens en bij een waarde van maximaal 2,5 personenauto’s per huishouden.",,Double,per huishouden,1.0,Impossible,Absolute
Cbs.OData.Topic,142,108.0,136.0,Topic,PersonenautoSNaarOppervlakte_108,Personenauto's naar oppervlakte,"Het aantal personenauto's per km² land op 1 januari. De personenauto's worden regionaal ingedeeld met behulp van de kentekenregistratie. Personenauto's die geregistreerd staan op het adres van het lease- of verhuurbedrijf vertekenen daarom de autodichtheid per oppervlakte. Zie de tabeltoelichting voor een verwijzing naar een andere StatLinetabel met cijfers waarin de voertuigen op naam van rechtspersonen (bedrijven) buiten beschouwing zijn gelaten, om deze vertekening van de cijfers door grote verhuur- en leasebedrijven te voorkomen. Het aantal personenauto's naar oppervlakte is vermeld als ook het aantal personenauto's per huishouden is gepubliceerd. Dat is bij minimaal 50 huishoudens en bij een waarde van maximaal 2,5 personenauto’s per huishouden.",,Long,per km²,0.0,Impossible,Relative
Cbs.OData.Topic,143,109.0,135.0,Topic,Motorfietsen_109,Motorfietsen,"Motorfiets
Voertuig voor het wegverkeer op twee, drie of vier wielen met een onbeladen gewicht van maximaal 400 kg. Dergelijke motorvoertuigen met een cilinderinhoud van meer dan 50 cm³ vallen hieronder, alsook motorvoertuigen met een cilinderinhoud van minder dan 50 cm³ die niet aan de definitie van bromfiets beantwoorden.

",,Long,aantal,0.0,Impossible,Absolute
Cbs.OData.TopicGroup,144,,,TopicGroup,,Nabijheid voorzieningen,"Locatie die bezocht kan worden door personen. De locatie sluit aan bij het gebruik in het dagelijks leven.

De afstand tot een voorziening is berekend over verharde, door auto's te gebruiken wegen, dus niet over fiets- en voetpaden. Overtochten via veerboten zijn hierbij inbegrepen. Er wordt geen rekening gehouden met éénrichtingsverkeer en overige inrijverboden van toegangswegen tot rijks- of provinciale wegen.

",,,,,,
Cbs.OData.Topic,145,110.0,144.0,Topic,AfstandTotHuisartsenpraktijk_110,Afstand tot huisartsenpraktijk,"De gemiddelde afstand van alle inwoners in een gebied tot de dichtstbijzijnde huisartsenpraktijk, berekend over de weg. 

Met ingang van verslagjaar 2020 krijgt het CBS de populatie huisartsenpraktijken in een andere vorm dan voorheen aangeleverd: de nevenadressen van huisartsenpraktijken maken geen deel meer uit van de populatie. Door deze wijziging in de bronbestanden zijn de uitkomsten vanaf verslagjaar 2020 niet meer vergelijkbaar met die van de voorgaande jaren. Uit een analyse voor verslagjaar 2019 naar het effect van het weglaten van de nevenadressen blijkt dat de afstand tot de dichtstbijzijnde huisartsenpraktijk op landelijk niveau met 0,1 km toeneemt. Op buurtniveau kan de afstand in bepaalde regio’s tot 7 km langer worden.

Huisartsenpraktijk: Pand of ruimte waarin een of meer huisartsen (samen) werken.

Huisarts:
De huisarts is verantwoordelijk voor de algemene medische zorg. Hij/zij geeft persoonlijke en continue zorg aan een vaste praktijkpopulatie.
",,Double,km,1.0,Impossible,Absolute
Cbs.OData.Topic,146,111.0,144.0,Topic,AfstandTotGroteSupermarkt_111,Afstand tot grote supermarkt,"De gemiddelde afstand van alle inwoners in een gebied tot de dichtstbijzijnde grote supermarkt, berekend over de weg.

Grote supermarkt:
Winkel met meerdere soorten dagelijkse artikelen en een minimale oppervlakte van 150 m2.
",,Double,km,1.0,Impossible,Absolute
Cbs.OData.Topic,147,112.0,144.0,Topic,AfstandTotKinderdagverblijf_112,Afstand tot kinderdagverblijf,"De gemiddelde afstand van alle inwoners in een gebied tot het dichtstbijzijnde kinderdagverblijf, berekend over de weg. 

Kinderdagverblijf:
Plaats waar kinderen van 0 tot 4 jaar gedurende één of meer dagdelen per week het hele jaar door worden opgevangen. Er kan voor meer dan 5 uur per dag van het kinderdagverblijf gebruik gemaakt worden en voor maximaal 10 dagdelen per week.
",,Double,km,1.0,Impossible,Absolute
Cbs.OData.TopicGroup,148,,144.0,TopicGroup,,Basisonderwijs,"Het basisonderwijs omvat alleen de basisscholen zoals bekend bij de Dienst Uitvoering Onderwijs (DUO). Het speciaal basisonderwijs en de speciale scholen zijn niet meegenomen.
	
Voor de cijfers over onderwijs is met ingang van verslagjaar 2018 een nieuwe methode gebruikt: in de huidige methodiek wordt voor de scholen in het reguliere basisonderwijs gebruik gemaakt van bestanden van de Dienst Uitvoering Onderwijs (DUO). Hierdoor kunnen de cijfers vanaf 2018 licht afwijken van de voorgaande jaren.

De cijfers gelden voor januari van het betreffende schooljaar.
",,,,,,
Cbs.OData.Topic,149,113.0,148.0,Topic,AfstandTotSchool_113,Afstand tot school,"De gemiddelde afstand van alle inwoners in een gebied tot de dichtstbijzijnde school, berekend over de weg. 
",,Double,km,1.0,Impossible,Absolute
Cbs.OData.Topic,150,114.0,148.0,Topic,ScholenBinnen3Km_114,Scholen binnen 3 km,"Het gemiddeld aantal scholen binnen 3 kilometer over de weg voor alle inwoners van een gebied.
",,Double,aantal,1.0,Impossible,Absolute
Cbs.OData.TopicGroup,151,,,TopicGroup,,Oppervlakte,"Voor de bepaling van oppervlaktecijfers is gebruik gemaakt van het digitale wijk- en buurtgrenzenbestand van het CBS. 

Met totale oppervlakte per gemeente wordt de oppervlakte inclusief het gemeentelijk ingedeeld buitenwater bedoeld. Bij oppervlaktecijfers over wijken en buurten is de oppervlakte land en water opgenomen exclusief buitenwater. Door dit laatste kan de optelling van de wijken of buurten verschillen met de gepubliceerde totalen per gemeente. Deze verschillen doen zich vooral voor bij kustgemeenten.
",,,,,,
Cbs.OData.Topic,152,115.0,151.0,Topic,OppervlakteTotaal_115,Oppervlakte totaal,De totale oppervlakte is de som van de oppervlakten water en land in hele hectaren (ha.).,,Long,ha,0.0,Impossible,Absolute
Cbs.OData.Topic,153,116.0,151.0,Topic,OppervlakteLand_116,Oppervlakte land,"De oppervlakte land is bepaald door het meest recente digitale bestand Bodemgebruik te combineren met het digitale bestand van gemeente-, wijk- en buurtgrenzen. 
De arealen land en water voor het jaar 2022, 2023, 2024 en 2025 zijn gebaseerd op het Bestand Bodemgebruik 2017 (BBG2017). 
De arealen land en water voor de jaren 2020 en 2021 zijn gebaseerd op het Bestand Bodemgebruik 2015 (BBG2015). Zowel in BBG2017 als in BBG2015 is daarbij rekening gehouden met de wijzigingen in de landsgrens tussen Nederland en België bij Maastricht en Eijsden per 1-1-2018.

De oppervlakte land wordt uitgedrukt in hele hectaren (ha.).

",,Long,ha,0.0,Impossible,Absolute
Cbs.OData.Topic,154,117.0,151.0,Topic,OppervlakteWater_117,Oppervlakte water,"Oppervlakte water omvat zowel binnen- als buitenwater. Tot binnenwater wordt gerekend alle water niet onderhevig aan getijden, breder dan 6 meter en groter dan 1 hectare. Voorbeelden zijn het IJsselmeer, Markermeer, Randmeren, sloten, rivieren en kanalen. Onder het buitenwater valt alle water onderhevig aan getijden, zoals de Waddenzee, Oosterschelde, Westerschelde en het gemeentelijk ingedeelde gedeelte van de Noordzee.
De oppervlakte water is bepaald door het meest recente digitale bestand Bodemgebruik te combineren met het digitale bestand van gemeente-, wijk- en buurtgrenzen.
De arealen land en water voor het jaar 2022, 2023, 2024 en 2025 zijn gebaseerd op het Bestand Bodemgebruik 2017 (BBG2017). 
De arealen land en water voor de jaren 2020 en 2021 zijn gebaseerd op het Bestand Bodemgebruik 2015 (BBG2015). Zowel in BBG2017 als in BBG2015 is daarbij rekening gehouden met de wijzigingen in de landsgrens tussen Nederland en België bij Maastricht en Eijsden per 1-1-2018. 
 
Het buitenwater is alleen op gemeenteniveau vermeld, water per wijk of buurt bestaat alleen uit binnenwater. De oppervlakte water wordt uitgedrukt in hele hectaren (ha.).

",,Long,ha,0.0,Impossible,Absolute
Cbs.OData.TopicGroup,155,,,TopicGroup,,Postcode,,,,,,,
Cbs.OData.Topic,156,118.0,155.0,Topic,MeestVoorkomendePostcode_118,Meest voorkomende postcode,"Meest voorkomende numerieke postcode in een buurt, op grond van het aantal adressen in het Geografisch Basisregister (GBR, definitieve versie) per 1 januari.",,String,code,0.0,Impossible,
Cbs.OData.Topic,157,119.0,155.0,Topic,Dekkingspercentage_119,Dekkingspercentage,"Indicatie (in zes klassen) van het percentage adressen in een buurt met de meest voorkomende postcode. Dit percentage is ontleend aan het Geografisch Basisregister (GBR, definitieve versie).
De volgende klassenindeling is gehanteerd:
1: > 90% van de adressen heeft dezelfde vermelde numerieke postcode;
2: 81-90% van de adressen heeft dezelfde vermelde numerieke postcode;
3: 71-80% van de adressen heeft dezelfde vermelde numerieke postcode;
4: 61-70% van de adressen heeft dezelfde vermelde numerieke postcode;
5: 51-60% van de adressen heeft dezelfde vermelde numerieke postcode;
6: 50% of minder van de adressen heeft dezelfde vermelde numerieke postcode.
",,Long,code,0.0,Impossible,Absolute
Cbs.OData.TopicGroup,158,,,TopicGroup,,Stedelijkheid,,,,,,,
Cbs.OData.Topic,159,120.0,158.0,Topic,MateVanStedelijkheid_120,Mate van stedelijkheid,"Op grond van de omgevingsadressendichtheid is aan iedere buurt, wijk of gemeente een stedelijkheidsklasse toegekend. De volgende klassenindeling is gehanteerd:
1: zeer sterk stedelijk >= 2 500 adressen per km²
2: sterk stedelijk 1 500 -  2 500 adressen per km²
3: matig stedelijk 1 000 - 1 500 adressen per km²
4: weinig stedelijk 500 - 1 000 adressen per km²
5: niet stedelijk < 500 adressen per km²
",,Long,code,0.0,Impossible,Absolute
Cbs.OData.Topic,160,121.0,158.0,Topic,Omgevingsadressendichtheid_121,Omgevingsadressendichtheid,"De omgevingsadressendichtheid (OAD) van een buurt, wijk of gemeente is het gemiddeld aantal adressen per vierkante kilometer binnen een cirkel met een straal van één kilometer op 1 januari.
De OAD beoogt de mate van concentratie van menselijke activiteiten (wonen, werken, schoolgaan, winkelen, uitgaan etc.) weer te geven. Het CBS gebruikt de OAD om de stedelijkheid van een bepaald gebied te bepalen.
Voor de berekening hiervan wordt eerst voor ieder adres de OAD vastgesteld. Daarna is het gemiddelde berekend van de omgevingsadressendichtheden van alle afzonderlijke adressen binnen het beschouwde gebied. De adressen zijn afkomstig uit het Geografisch Basisregister van het betreffende jaar (definitieve versie). Dit register bevat alle adressen van Nederland die zijn voorzien van een postcode, gemeentecode en wijk- en buurtcode.
",,Long,per km²,0.0,Impossible,Relative
